"","player_id","year","bp","bp_converted"
"22682",202429,"2019",97,47
"22683",202429,"2022",141,87
"22684",202429,"2019",135,67
"22685",202429,"2024",21,13
"22686",202429,"2020",63,25
"22687",202429,"2016",159,79
"22688",202429,"2018",276,130
"22689",202429,"2013",NA,NA
"22690",202429,"2023",97,42
"22691",202429,"2018",97,37
"22692",202429,"2016",130,44
"22693",202429,"2012",50,24
"22694",202430,"2015",37,19
"22695",202430,"2016",13,6
"22696",202430,"2017",1,1
"22697",202430,"2015",18,6
"22698",202430,"2011",10,6
"22699",202430,"2014",NA,NA
"22700",202430,"2016",13,5
"22701",202431,"2013",11,7
"22702",202431,"2013",8,4
"22703",202431,"2011",18,5
"22704",202432,"2011",3,2
"22705",202432,"2012",NA,NA
"22706",202433,"2011",6,3
"22707",202434,"2018",134,41
"22708",202434,"2012",18,14
"22709",202434,"2019",61,30
"22710",202434,"2022",120,69
"22711",202434,"2021",52,29
"22712",202434,"2014",NA,NA
"22713",202434,"2018",224,101
"22714",202434,"2021",23,13
"22715",202434,"2012",NA,NA
"22716",202434,"2024",25,9
"22717",202434,"2013",32,14
"22718",202434,"2011",NA,NA
"22719",202434,"2015",NA,NA
"22720",202434,"2019",110,43
"22721",202434,"2022",64,26
"22722",202434,"2017",87,35
"22723",202434,"2017",182,103
"22724",202434,"2016",108,29
"22725",202434,"2023",6,2
"22726",202434,"2020",16,5
"22727",202434,"2024",49,23
"22728",202434,"2011",15,8
"22729",202434,"2016",38,25
"22730",202435,"2012",2,1
"22731",202435,"2013",4,1
"22732",202435,"2011",7,3
"22733",202435,"2012",7,6
"22734",202436,"2011",NA,NA
"22735",202436,"2022",31,23
"22736",202436,"2013",6,3
"22737",202436,"2021",35,17
"22738",202436,"2012",NA,NA
"22739",202436,"2021",26,9
"22740",202436,"2013",NA,NA
"22741",202436,"2018",15,8
"22742",202436,"2019",8,3
"22743",202436,"2015",1,1
"22744",202436,"2014",NA,NA
"22745",202436,"2023",NA,NA
"22746",202436,"2010",NA,NA
"22747",202436,"2018",15,7
"22748",202436,"2022",43,17
"22749",202436,"2015",NA,NA
"22750",202436,"2019",9,4
"22751",202436,"2016",NA,NA
"22752",202437,"2012",17,5
"22753",202437,"2013",15,4
"22754",202437,"2011",2,2
"22755",202437,"2014",10,6
"22756",202438,"2012",NA,NA
"22757",202438,"2011",NA,NA
"22758",202438,"2016",7,4
"22759",202439,"2011",5,0
"22760",202440,"2023",6,0
"22761",202440,"2011",12,5
"22762",202440,"2019",4,3
"22763",202440,"2021",20,9
"22764",202440,"2021",15,8
"22765",202440,"2010",NA,NA
"22766",202440,"2015",NA,NA
"22767",202440,"2020",10,3
"22768",202440,"2020",31,17
"22769",202440,"2018",37,24
"22770",202440,"2014",NA,NA
"22771",202440,"2022",NA,NA
"22772",202440,"2013",NA,NA
"22773",202440,"2022",9,6
"22774",202440,"2012",NA,NA
"22775",202440,"2019",5,4
"22776",202441,"2011",0,0
"22777",202442,"2008",NA,NA
"22778",202442,"2011",NA,NA
"22779",202443,"2011",24,11
"22780",202443,"2018",2,1
"22781",202443,"2012",NA,NA
"22782",202443,"2013",21,8
"22783",202443,"2021",32,11
"22784",202443,"2013",21,11
"22785",202443,"2011",19,8
"22786",202443,"2023",36,14
"22787",202443,"2019",2,0
"22788",202443,"2023",36,10
"22789",202444,"2011",3,1
"22790",202444,"2012",1,0
"22791",202444,"2013",1,0
"22792",202445,"2013",NA,NA
"22793",202445,"2016",12,4
"22794",202445,"2012",7,3
"22795",202445,"2011",18,6
"22796",202445,"2012",21,10
"22797",202446,"2017",149,53
"22798",202446,"2013",NA,NA
"22799",202446,"2019",25,12
"22800",202446,"2022",36,16
"22801",202446,"2019",64,33
"22802",202446,"2023",16,7
"22803",202446,"2022",23,12
"22804",202446,"2018",91,32
"22805",202446,"2012",36,12
"22806",202446,"2012",57,25
"22807",202446,"2017",116,54
"22808",202446,"2011",NA,NA
"22809",202446,"2020",102,47
"22810",202446,"2021",35,11
"22811",202446,"2021",31,19
"22812",202446,"2016",150,51
"22813",202446,"2020",34,16
"22814",202446,"2018",152,77
"22815",202446,"2014",NA,NA
"22816",202446,"2016",282,139
"22817",202446,"2023",37,17
"22818",202446,"2015",NA,NA
"22819",202447,"2013",5,3
"22820",202447,"2011",2,0
"22821",202448,"2011",2,0
"22822",202449,"2012",3,1
"22823",202449,"2011",21,11
"22824",202449,"2011",2,2
"22825",202450,"2012",NA,NA
"22826",202450,"2019",8,5
"22827",202450,"2017",109,52
"22828",202450,"2016",90,46
"22829",202450,"2018",40,15
"22830",202450,"2019",31,17
"22831",202450,"2013",NA,NA
"22832",202450,"2011",8,2
"22833",202450,"2015",NA,NA
"22834",202450,"2014",NA,NA
"22835",202450,"2011",NA,NA
"22836",202450,"2016",102,42
"22837",202450,"2013",89,42
"22838",202450,"2018",52,23
"22839",202450,"2012",51,25
"22840",202450,"2017",130,49
"22841",202451,"2013",NA,NA
"22842",202451,"2012",NA,NA
"22843",202451,"2011",8,3
"22844",202452,"2011",9,6
"22845",202452,"2011",17,9
"22846",202453,"2018",137,73
"22847",202453,"2014",NA,NA
"22848",202453,"2012",38,16
"22849",202453,"2020",35,14
"22850",202453,"2019",248,130
"22851",202453,"2018",84,29
"22852",202453,"2024",40,17
"22853",202453,"2012",15,8
"22854",202453,"2013",15,9
"22855",202453,"2013",26,9
"22856",202453,"2024",8,5
"22857",202453,"2020",104,53
"22858",202453,"2011",18,3
"22859",202453,"2016",NA,NA
"22860",202453,"2021",107,56
"22861",202453,"2017",54,29
"22862",202453,"2021",NA,NA
"22863",202453,"2015",NA,NA
"22864",202453,"2017",97,39
"22865",202453,"2019",170,54
"22866",202454,"2012",38,9
"22867",202454,"2012",9,6
"22868",202454,"2014",4,3
"22869",202454,"2016",3,1
"22870",202454,"2011",1,0
"22871",202454,"2011",8,4
"22872",202455,"2012",6,4
"22873",202455,"2011",7,3
"22874",202456,"2018",6,3
"22875",202456,"2017",59,36
"22876",202456,"2022",14,6
"22877",202456,"2013",NA,NA
"22878",202456,"2013",172,106
"22879",202456,"2017",14,7
"22880",202456,"2014",NA,NA
"22881",202456,"2019",3,0
"22882",202456,"2011",10,4
"22883",202456,"2022",8,3
"22884",202456,"2011",4,3
"22885",202456,"2012",NA,NA
"22886",202456,"2014",26,15
"22887",202456,"2021",15,6
"22888",202457,"2018",12,7
"22889",202457,"2013",NA,NA
"22890",202457,"2020",9,2
"22891",202457,"2012",NA,NA
"22892",202457,"2019",32,12
"22893",202457,"2018",28,11
"22894",202457,"2019",15,6
"22895",202457,"2011",NA,NA
"22896",202458,"2021",NA,NA
"22897",202458,"2013",NA,NA
"22898",202458,"2017",256,131
"22899",202458,"2022",76,42
"22900",202458,"2014",NA,NA
"22901",202458,"2020",NA,NA
"22902",202458,"2017",NA,NA
"22903",202458,"2018",379,188
"22904",202458,"2016",23,10
"22905",202458,"2012",15,4
"22906",202458,"2018",105,27
"22907",202458,"2021",404,183
"22908",202458,"2019",87,33
"22909",202458,"2016",11,2
"22910",202458,"2020",12,5
"22911",202458,"2019",NA,NA
"22912",202459,"2012",14,4
"22913",202459,"2013",22,9
"22914",202460,"2022",430,226
"22915",202460,"2014",16,10
"22916",202460,"2015",NA,NA
"22917",202460,"2013",21,11
"22918",202460,"2017",86,26
"22919",202460,"2018",74,41
"22920",202460,"2016",27,9
"22921",202460,"2019",110,43
"22922",202460,"2023",356,183
"22923",202460,"2015",12,5
"22924",202460,"2014",NA,NA
"22925",202460,"2017",86,41
"22926",202460,"2011",NA,NA
"22927",202460,"2024",146,75
"22928",202460,"2023",NA,NA
"22929",202460,"2021",NA,NA
"22930",202460,"2022",118,48
"22931",202460,"2020",71,34
"22932",202460,"2019",141,75
"22933",202460,"2012",NA,NA
"22934",202460,"2020",263,118
"22935",202460,"2018",90,44
"22936",202460,"2012",16,7
"22937",202460,"2024",NA,NA
"22938",202460,"2021",514,247
"22939",202460,"2013",NA,NA
"22940",202461,"2012",80,34
"22941",202461,"2012",NA,NA
"22942",202461,"2013",44,20
"22943",202461,"2013",10,7
"22944",202462,"2006",NA,NA
"22945",202462,"2004",NA,NA
"22946",202462,"2010",NA,NA
"22947",202462,"2012",NA,NA
"22948",202462,"2005",NA,NA
"22949",202463,"2012",6,1
"22950",202464,"2014",14,8
"22951",202464,"2008",NA,NA
"22952",202464,"2022",18,7
"22953",202464,"2012",NA,NA
"22954",202464,"2016",5,1
"22955",202464,"2015",NA,NA
"22956",202464,"2022",39,16
"22957",202464,"2013",NA,NA
"22958",202464,"2014",NA,NA
"22959",202464,"2012",2,0
"22960",202464,"2023",6,2
"22961",202464,"2015",3,0
"22962",202465,"2012",10,6
"22963",202465,"2012",8,3
"22964",202466,"2012",5,1
"22965",202467,"2014",NA,NA
"22966",202467,"2009",NA,NA
"22967",202467,"2012",NA,NA
"22968",202467,"2015",10,8
"22969",202467,"2008",NA,NA
"22970",202467,"2010",NA,NA
"22971",202467,"2015",4,1
"22972",202467,"2018",5,4
"22973",202467,"2018",15,10
"22974",202467,"2017",9,6
"22975",202467,"2017",33,12
"22976",202467,"2011",NA,NA
"22977",202467,"2013",NA,NA
"22978",202467,"2016",NA,NA
"22979",202467,"2019",6,1
"22980",202468,"2021",NA,NA
"22981",202468,"2022",139,49
"22982",202468,"2017",3,1
"22983",202468,"2016",8,4
"22984",202468,"2020",97,51
"22985",202468,"2023",103,45
"22986",202468,"2013",25,9
"22987",202468,"2023",NA,NA
"22988",202468,"2024",394,184
"22989",202468,"2016",47,22
"22990",202468,"2019",76,43
"22991",202468,"2024",NA,NA
"22992",202468,"2020",39,10
"22993",202468,"2013",19,12
"22994",202468,"2012",NA,NA
"22995",202468,"2022",NA,NA
"22996",202468,"2015",NA,NA
"22997",202468,"2018",4,1
"22998",202468,"2019",82,33
"22999",202468,"2018",31,16
"23000",202469,"2013",168,78
"23001",202469,"2016",332,167
"23002",202469,"2020",246,112
"23003",202469,"2017",NA,NA
"23004",202469,"2013",NA,NA
"23005",202469,"2017",126,48
"23006",202469,"2014",NA,NA
"23007",202469,"2019",NA,NA
"23008",202469,"2016",106,49
"23009",202469,"2019",209,109
"23010",202469,"2020",69,20
"23011",202469,"2021",NA,NA
"23012",202469,"2018",NA,NA
"23013",202469,"2023",23,11
"23014",202469,"2015",NA,NA
"23015",202469,"2012",NA,NA
"23016",202469,"2022",103,49
"23017",202469,"2022",83,33
"23018",202469,"2018",316,161
"23019",202470,"2017",62,37
"23020",202470,"2015",NA,NA
"23021",202470,"2013",NA,NA
"23022",202470,"2014",NA,NA
"23023",202470,"2017",96,39
"23024",202470,"2012",NA,NA
"23025",202470,"2016",233,134
"23026",202470,"2012",58,26
"23027",202470,"2016",180,79
"23028",202471,"2018",16,8
"23029",202471,"2020",18,8
"23030",202471,"2018",14,6
"23031",202471,"2012",NA,NA
"23032",202471,"2014",NA,NA
"23033",202471,"2016",3,1
"23034",202471,"2020",29,10
"23035",202471,"2016",16,9
"23036",202471,"2017",29,16
"23037",202471,"2007",NA,NA
"23038",202471,"2015",NA,NA
"23039",202471,"2019",14,4
"23040",202471,"2017",6,0
"23041",202471,"2011",NA,NA
"23042",202472,"2012",NA,NA
"23043",202473,"2012",5,1
"23044",202474,"2012",2,2
"23045",202475,"2011",NA,NA
"23046",202475,"2015",NA,NA
"23047",202475,"2014",NA,NA
"23048",202475,"2013",0,0
"23049",202475,"2012",NA,NA
"23050",202476,"2012",7,1
"23051",202477,"2012",8,4
"23052",202477,"2014",NA,NA
"23053",202477,"2014",67,23
"23054",202477,"2012",12,5
"23055",202477,"2015",39,19
"23056",202477,"2015",11,4
"23057",202477,"2013",NA,NA
"23058",202477,"2013",43,20
"23059",202478,"2012",7,3
"23060",202478,"2016",29,12
"23061",202478,"2013",29,7
"23062",202478,"2014",12,7
"23063",202478,"2019",10,3
"23064",202478,"2016",27,14
"23065",202478,"2017",1,0
"23066",202478,"2021",17,7
"23067",202478,"2021",9,5
"23068",202478,"2014",NA,NA
"23069",202478,"2012",NA,NA
"23070",202479,"2015",11,6
"23071",202479,"2012",23,7
"23072",202479,"2015",36,12
"23073",202479,"2013",3,1
"23074",202479,"2017",19,5
"23075",202479,"2018",2,0
"23076",202479,"2013",NA,NA
"23077",202479,"2014",NA,NA
"23078",202479,"2016",12,5
"23079",202479,"2017",12,4
"23080",202479,"2021",35,12
"23081",202479,"2021",36,7
"23082",202479,"2014",34,15
"23083",202479,"2023",0,0
"23084",202480,"2017",56,31
"23085",202480,"2014",4,3
"23086",202480,"2015",17,9
"23087",202480,"2017",63,18
"23088",202480,"2012",11,4
"23089",202480,"2015",NA,NA
"23090",202480,"2018",34,13
"23091",202480,"2014",NA,NA
"23092",202480,"2016",46,22
"23093",202480,"2012",4,2
"23094",202480,"2016",33,17
"23095",202480,"2019",13,5
"23096",202480,"2013",NA,NA
"23097",202481,"2013",0,0
"23098",202481,"2012",1,1
"23099",202481,"2012",18,10
"23100",202482,"2020",10,6
"23101",202482,"2017",26,9
"23102",202482,"2018",10,5
"23103",202482,"2012",12,8
"23104",202482,"2016",32,22
"23105",202482,"2020",15,5
"23106",202482,"2017",42,26
"23107",202482,"2019",40,15
"23108",202482,"2016",43,24
"23109",202482,"2019",18,10
"23110",202482,"2021",15,7
"23111",202482,"2015",NA,NA
"23112",202482,"2018",10,4
"23113",202483,"2012",11,7
"23114",202483,"2013",3,1
"23115",202483,"2012",16,4
"23116",202484,"2019",49,15
"23117",202484,"2014",NA,NA
"23118",202484,"2016",88,39
"23119",202484,"2020",5,2
"23120",202484,"2018",27,7
"23121",202484,"2016",122,63
"23122",202484,"2015",NA,NA
"23123",202484,"2018",11,7
"23124",202484,"2017",86,35
"23125",202484,"2013",12,6
"23126",202484,"2012",22,8
"23127",202484,"2019",26,10
"23128",202484,"2013",18,7
"23129",202484,"2012",23,10
"23130",202484,"2017",79,26
"23131",202485,"2012",1,1
"23132",202486,"2013",NA,NA
"23133",202486,"2012",NA,NA
"23134",202486,"2013",45,26
"23135",202486,"2012",24,7
"23136",202487,"2014",32,19
"23137",202487,"2013",NA,NA
"23138",202487,"2013",44,27
"23139",202487,"2014",22,8
"23140",202487,"2012",NA,NA
"23141",202487,"2015",4,1
"23142",202488,"2015",10,1
"23143",202488,"2019",11,7
"23144",202488,"2018",29,16
"23145",202488,"2018",26,13
"23146",202488,"2019",14,6
"23147",202488,"2012",2,1
"23148",202489,"2016",112,59
"23149",202489,"2016",113,44
"23150",202489,"2018",131,46
"23151",202489,"2014",6,2
"23152",202489,"2017",227,105
"23153",202489,"2017",106,32
"23154",202489,"2018",48,20
"23155",202489,"2012",4,3
"23156",202489,"2015",NA,NA
"23157",202489,"2013",12,5
"23158",202490,"2023",NA,NA
"23159",202490,"2012",NA,NA
"23160",202490,"2017",10,8
"23161",202490,"2018",131,66
"23162",202490,"2014",20,5
"23163",202490,"2016",NA,NA
"23164",202490,"2019",253,126
"23165",202490,"2017",14,7
"23166",202490,"2018",75,31
"23167",202490,"2014",5,4
"23168",202490,"2020",25,11
"23169",202490,"2022",67,28
"23170",202490,"2019",115,38
"23171",202490,"2013",3,2
"23172",202490,"2020",69,21
"23173",202490,"2015",NA,NA
"23174",202490,"2021",NA,NA
"23175",202490,"2022",NA,NA
"23176",202491,"2016",17,5
"23177",202491,"2020",9,3
"23178",202491,"2019",25,12
"23179",202491,"2019",29,8
"23180",202491,"2018",13,7
"23181",202491,"2018",9,7
"23182",202491,"2012",9,7
"23183",202492,"2019",NA,NA
"23184",202492,"2020",41,16
"23185",202492,"2019",128,52
"23186",202492,"2017",295,154
"23187",202492,"2022",163,86
"23188",202492,"2012",NA,NA
"23189",202492,"2020",100,53
"23190",202492,"2022",89,37
"23191",202492,"2018",NA,NA
"23192",202492,"2015",NA,NA
"23193",202492,"2017",161,58
"23194",202492,"2024",16,8
"23195",202492,"2014",NA,NA
"23196",202492,"2016",NA,NA
"23197",202492,"2021",NA,NA
"23198",202492,"2013",NA,NA
"23199",202492,"2018",388,200
"23200",202493,"2020",21,12
"23201",202493,"2019",22,11
"23202",202493,"2015",NA,NA
"23203",202493,"2017",26,16
"23204",202493,"2023",NA,NA
"23205",202493,"2020",8,1
"23206",202493,"2021",44,14
"23207",202493,"2021",24,15
"23208",202493,"2016",NA,NA
"23209",202493,"2011",NA,NA
"23210",202493,"2012",3,1
"23211",202493,"2018",33,14
"23212",202493,"2017",11,4
"23213",202493,"2008",NA,NA
"23214",202493,"2022",14,7
"23215",202493,"2014",NA,NA
"23216",202493,"2022",18,10
"23217",202494,"2020",57,15
"23218",202494,"2019",NA,NA
"23219",202494,"2017",152,53
"23220",202494,"2022",NA,NA
"23221",202494,"2013",NA,NA
"23222",202494,"2017",540,273
"23223",202494,"2012",9,6
"23224",202494,"2020",198,97
"23225",202494,"2016",154,58
"23226",202494,"2012",NA,NA
"23227",202494,"2021",NA,NA
"23228",202494,"2022",55,27
"23229",202494,"2014",NA,NA
"23230",202494,"2023",NA,NA
"23231",202494,"2015",NA,NA
"23232",202494,"2024",130,50
"23233",202494,"2024",278,145
"23234",202494,"2023",44,15
"23235",202494,"2018",426,206
"23236",202494,"2016",429,218
"23237",202494,"2018",123,46
"23238",202495,"2012",5,1
"23239",202496,"2016",50,19
"23240",202496,"2017",6,2
"23241",202496,"2017",12,6
"23242",202496,"2015",NA,NA
"23243",202496,"2012",6,2
"23244",202496,"2013",7,3
"23245",202496,"2014",3,2
"23246",202496,"2016",50,21
"23247",202497,"2013",15,9
"23248",202497,"2013",32,18
"23249",202497,"2012",1,1
"23250",202497,"2016",12,3
"23251",202497,"2018",12,7
"23252",202497,"2014",31,11
"23253",202497,"2014",46,17
"23254",202498,"2013",NA,NA
"23255",202498,"2015",24,7
"23256",202498,"2010",NA,NA
"23257",202498,"2013",32,16
"23258",202498,"2014",NA,NA
"23259",202498,"2019",11,3
"23260",202498,"2014",30,17
"23261",202498,"2018",64,31
"23262",202498,"2007",NA,NA
"23263",202498,"2011",NA,NA
"23264",202498,"2017",13,9
"23265",202498,"2017",24,10
"23266",202498,"2018",4,1
"23267",202498,"2012",NA,NA
"23268",202498,"2016",NA,NA
"23269",202498,"2015",39,23
"23270",202499,"2020",77,39
"23271",202499,"2020",76,26
"23272",202499,"2019",171,73
"23273",202499,"2024",NA,NA
"23274",202499,"2015",NA,NA
"23275",202499,"2018",NA,NA
"23276",202499,"2024",179,58
"23277",202499,"2022",60,25
"23278",202499,"2014",NA,NA
"23279",202499,"2016",50,24
"23280",202499,"2018",335,172
"23281",202499,"2016",98,44
"23282",202499,"2022",118,67
"23283",202499,"2019",329,166
"23284",202499,"2023",143,51
"23285",202499,"2017",114,48
"23286",202499,"2017",169,81
"23287",202499,"2013",NA,NA
"23288",202499,"2023",261,132
"23289",202499,"2021",NA,NA
"23290",202499,"2012",NA,NA
"23291",202500,"2013",27,12
"23292",202500,"2013",NA,NA
"23293",202500,"2015",6,2
"23294",202500,"2012",1,1
"23295",202501,"2012",1,1
"23296",202501,"2011",NA,NA
"23297",202502,"2014",NA,NA
"23298",202502,"2013",NA,NA
"23299",202502,"2018",6,2
"23300",202502,"2016",1,1
"23301",202502,"2012",1,1
"23302",202502,"2015",NA,NA
"23303",202502,"2012",2,1
"23304",202503,"2018",46,21
"23305",202503,"2013",NA,NA
"23306",202503,"2018",88,44
"23307",202503,"2019",18,8
"23308",202503,"2013",39,18
"23309",202503,"2017",43,28
"23310",202503,"2014",NA,NA
"23311",202503,"2023",NA,NA
"23312",202503,"2017",33,12
"23313",202503,"2012",NA,NA
"23314",202503,"2016",NA,NA
"23315",202503,"2015",NA,NA
"23316",202504,"2013",5,2
"23317",202504,"2019",20,7
"23318",202504,"2018",67,24
"23319",202504,"2020",2,1
"23320",202504,"2014",NA,NA
"23321",202504,"2017",116,67
"23322",202504,"2018",48,27
"23323",202504,"2015",NA,NA
"23324",202504,"2013",11,4
"23325",202504,"2012",16,10
"23326",202504,"2017",84,36
"23327",202504,"2019",10,5
"23328",202504,"2012",8,3
"23329",202504,"2016",78,36
"23330",202504,"2016",37,13
"23331",202505,"2018",146,66
"23332",202505,"2019",142,52
"23333",202505,"2016",NA,NA
"23334",202505,"2020",69,39
"23335",202505,"2020",30,14
"23336",202505,"2017",34,15
"23337",202505,"2019",NA,NA
"23338",202505,"2017",44,22
"23339",202505,"2024",NA,NA
"23340",202505,"2022",NA,NA
"23341",202505,"2016",204,102
"23342",202505,"2014",NA,NA
"23343",202505,"2018",96,37
"23344",202505,"2012",3,1
"23345",202505,"2015",NA,NA
"23346",202505,"2021",NA,NA
"23347",202505,"2023",NA,NA
"23348",202505,"2013",23,13
"23349",202505,"2013",26,11
"23350",202506,"2020",24,14
"23351",202506,"2019",141,51
"23352",202506,"2021",47,28
"23353",202506,"2019",144,73
"23354",202506,"2012",5,3
"23355",202506,"2016",73,42
"23356",202506,"2020",20,8
"23357",202506,"2016",101,35
"23358",202506,"2014",6,1
"23359",202506,"2023",8,3
"23360",202506,"2024",3,1
"23361",202506,"2015",NA,NA
"23362",202506,"2021",11,7
"23363",202506,"2018",25,12
"23364",202506,"2018",96,51
"23365",202507,"2012",NA,NA
"23366",202507,"2007",NA,NA
"23367",202507,"2006",NA,NA
"23368",202507,"2012",9,1
"23369",202507,"2013",NA,NA
"23370",202508,"2015",NA,NA
"23371",202508,"2018",10,7
"23372",202508,"2018",25,10
"23373",202508,"2016",19,10
"23374",202508,"2016",16,7
"23375",202508,"2013",12,6
"23376",202536,"2019",106,39
"23377",202536,"2016",50,34
"23378",202536,"2019",66,33
"23379",202536,"2020",30,10
"23380",202536,"2016",61,17
"23381",202536,"2023",NA,NA
"23382",202536,"2021",NA,NA
"23383",202536,"2022",NA,NA
"23384",202536,"2018",111,37
"23385",202536,"2020",26,16
"23386",202536,"2024",NA,NA
"23387",202536,"2017",53,27
"23388",202536,"2015",NA,NA
"23389",202536,"2017",54,23
"23390",202536,"2021",113,43
"23391",202536,"2014",9,3
"23392",202536,"2014",18,6
"23393",202536,"2024",129,56
"23394",202536,"2015",9,6
"23395",202536,"2018",139,67
"23396",202539,"2019",1,1
"23397",202545,"2007",NA,NA
"23398",202545,"2008",NA,NA
"23399",202545,"2009",NA,NA
"23400",202545,"2003",NA,NA
"23401",202545,"2010",NA,NA
"23402",202545,"2005",NA,NA
"23403",202545,"2011",NA,NA
"23404",202549,"2007",NA,NA
"23405",202549,"2006",NA,NA
"23406",202549,"2002",NA,NA
"23407",202549,"2001",NA,NA
"23408",202549,"2003",NA,NA
"23409",202556,"2008",NA,NA
"23410",202556,"2011",NA,NA
"23411",202556,"2005",NA,NA
"23412",202556,"2007",NA,NA
"23413",202556,"2009",NA,NA
"23414",202558,"2013",1,1
"23415",202562,"2008",NA,NA
"23416",202562,"2007",NA,NA
"23417",202562,"2009",NA,NA
"23418",202563,"2009",NA,NA
"23419",202572,"2009",NA,NA
"23420",202572,"2004",NA,NA
"23421",202573,"2007",NA,NA
"23422",202578,"2019",12,6
"23423",202578,"2019",7,6
"23424",202579,"2019",35,13
"23425",202579,"2013",10,6
"23426",202579,"2020",18,6
"23427",202579,"2021",50,18
"23428",202579,"2014",NA,NA
"23429",202579,"2019",3,2
"23430",202579,"2014",6,2
"23431",202579,"2021",21,11
"23432",202580,"2021",17,10
"23433",202580,"2024",5,1
"23434",202581,"2011",NA,NA
"23435",202581,"2016",NA,NA
"23436",202581,"2010",NA,NA
"23437",202581,"2017",11,6
"23438",202581,"2019",15,5
"23439",202581,"2019",7,1
"23440",202581,"2014",NA,NA
"23441",202581,"2013",NA,NA
"23442",202581,"2015",NA,NA
"23443",202582,"2006",NA,NA
"23444",202582,"2007",NA,NA
"23445",202582,"2009",NA,NA
"23446",202585,"2008",NA,NA
"23447",202585,"2007",NA,NA
"23448",202586,"2008",NA,NA
"23449",202589,"2010",NA,NA
"23450",202594,"2013",12,6
"23451",202594,"2015",9,4
"23452",202594,"2015",0,0
"23453",202596,"2021",NA,NA
"23454",202596,"2017",25,7
"23455",202596,"2022",NA,NA
"23456",202596,"2022",8,4
"23457",202596,"2019",112,62
"23458",202596,"2012",NA,NA
"23459",202596,"2020",5,2
"23460",202596,"2018",108,46
"23461",202596,"2019",160,64
"23462",202596,"2017",32,12
"23463",202596,"2018",429,193
"23464",202600,"2024",215,110
"23465",202600,"2023",71,25
"23466",202600,"2021",70,39
"23467",202600,"2021",93,39
"23468",202600,"2015",NA,NA
"23469",202600,"2020",40,19
"23470",202600,"2023",NA,NA
"23471",202600,"2017",33,13
"23472",202600,"2024",198,77
"23473",202600,"2022",71,33
"23474",202600,"2014",NA,NA
"23475",202600,"2018",47,17
"23476",202600,"2017",45,20
"23477",202600,"2020",49,22
"23478",202600,"2019",31,15
"23479",202600,"2018",48,26
"23480",202600,"2022",58,26
"23481",202600,"2019",29,13
"23482",202604,"2012",NA,NA
"23483",202604,"2023",NA,NA
"23484",202604,"2013",NA,NA
"23485",202604,"2019",17,8
"23486",202604,"2022",41,21
"23487",202604,"2015",NA,NA
"23488",202604,"2021",5,1
"23489",202604,"2022",37,15
"23490",202604,"2020",28,14
"23491",202606,"2016",3,3
"23492",202607,"2005",NA,NA
"23493",202607,"2011",NA,NA
"23494",202611,"2013",4,4
"23495",202611,"2014",NA,NA
"23496",202611,"2007",NA,NA
"23497",202611,"2010",NA,NA
"23498",202611,"2021",4,0
"23499",202611,"2008",NA,NA
"23500",202614,"2017",6,3
"23501",202614,"2017",12,4
"23502",202614,"2018",3,2
"23503",202615,"2014",NA,NA
"23504",202619,"2011",NA,NA
"23505",202619,"2016",10,5
"23506",202619,"2010",NA,NA
"23507",202619,"2016",37,18
"23508",202622,"2018",3,2
"23509",202622,"2014",NA,NA
"23510",202622,"2013",13,4
"23511",202622,"2010",NA,NA
"23512",202622,"2016",25,6
"23513",202622,"2015",NA,NA
"23514",202622,"2016",17,9
"23515",202626,"2007",NA,NA
"23516",202626,"2012",5,0
"23517",202626,"2015",NA,NA
"23518",202626,"2016",10,6
"23519",202626,"2010",NA,NA
"23520",202626,"2006",NA,NA
"23521",202626,"2016",30,16
"23522",202626,"2014",NA,NA
"23523",202628,"2016",35,14
"23524",202628,"2023",97,34
"23525",202628,"2013",16,7
"23526",202628,"2021",106,48
"23527",202628,"2015",29,14
"23528",202628,"2014",39,18
"23529",202628,"2018",14,5
"23530",202628,"2021",12,5
"23531",202628,"2017",70,20
"23532",202628,"2022",98,57
"23533",202628,"2022",NA,NA
"23534",202628,"2013",19,7
"23535",202628,"2014",12,7
"23536",202628,"2015",19,14
"23537",202628,"2023",55,26
"23538",202628,"2018",12,5
"23539",202629,"2012",NA,NA
"23540",202633,"2014",NA,NA
"23541",202635,"2010",NA,NA
"23542",202635,"2009",NA,NA
"23543",202635,"2007",NA,NA
"23544",202635,"2008",NA,NA
"23545",202639,"2017",5,0
"23546",202640,"2015",NA,NA
"23547",202642,"2014",1,0
"23548",202644,"2011",NA,NA
"23549",202644,"2014",NA,NA
"23550",202645,"2009",NA,NA
"23551",202645,"2016",26,19
"23552",202645,"2012",NA,NA
"23553",202646,"2010",NA,NA
"23554",202646,"2011",NA,NA
"23555",202647,"2016",NA,NA
"23556",202647,"2014",NA,NA
"23557",202647,"2013",NA,NA
"23558",202647,"2019",12,4
"23559",202649,"2013",NA,NA
"23560",202653,"2017",55,21
"23561",202653,"2016",145,66
"23562",202653,"2018",48,23
"23563",202653,"2015",NA,NA
"23564",202653,"2014",38,18
"23565",202653,"2016",83,36
"23566",202653,"2017",78,25
"23567",202653,"2014",1,0
"23568",202653,"2019",11,2
"23569",202653,"2018",27,7
"23570",202659,"2013",NA,NA
"23571",202659,"2017",12,7
"23572",202659,"2012",NA,NA
"23573",202659,"2017",6,6
"23574",202659,"2014",NA,NA
